Strain,Test,Marker,Call
07_5425,hexMLST,CAMP0540,25
07_5425,hexMLST,CAMP1022,11
07_5425,hexMLST,CAMP0319,21
07_5425,hexMLST,CAMP0792,40
07_5425,hexMLST,CAMP0791,38
07_5425,hexMLST,CAMP1541,1
07_5425,hexMLST,CAMP0556,1
07_5425,hexMLST,CAMP0351,1
07_5425,hexMLST,CAMP0496,27
07_5425,hexMLST,CAMP1384,1
07_5425,hexMLST,CAMP1280,1
07_5425,hexMLST,CAMP0565,1
07_5425,hexMLST,CAMP0138,1
07_5425,hexMLST,CAMP1208,1
07_5425,hexMLST,CAMP1430,1
07_5425,hexMLST,CAMP1432,1
07_5425,hexMLST,CAMP1019,1
07_5425,hexMLST,CAMP1537,1
07_5425,hexMLST,CAMP0182,
07_5425,hexMLST,CAMP0028,10
07_5425,hexMLST,CAMP0024,14
07_5425,hexMLST,CAMP1124,36
07_5425,hexMLST,CAMP0338,1
07_5425,hexMLST,CAMP1211,45
07_5425,hexMLST,CAMP1042,
07_5425,hexMLST,CAMP1048,1
07_5425,hexMLST,CAMP0104,37
07_5425,hexMLST,CAMP1355,1
07_5425,hexMLST,CAMP0100,1
07_5425,hexMLST,CAMP1357,1
07_5425,hexMLST,CAMP0111,35
07_5425,hexMLST,CAMP1529,24
07_5425,hexMLST,CAMP0532,1
07_5425,hexMLST,CAMP0633,36
07_5425,hexMLST,CAMP0535,24
07_5425,hexMLST,CAMP0905,1
07_5425,hexMLST,CAMP1116,1
07_5425,hexMLST,CAMP1262,36
07_5425,hexMLST,CAMP1053,
07_5425,hexMLST,CAMP0059,1
07_5425,hexMLST,CAMP1198,36
07_5425,hexMLST,CAMP0399,1
07_5425,hexMLST,CAMP0117,1
07_5425,hexMLST,CAMP0502,32
07_5425,hexMLST,CAMP0052,13
07_5425,hexMLST,CAMP0501,41
07_5425,hexMLST,CAMP1197,25
07_5425,hexMLST,CAMP0504,1
07_5425,hexMLST,CAMP0505,36
07_5425,hexMLST,CAMP0918,1
07_5425,hexMLST,CAMP0626,40
07_5425,hexMLST,CAMP0857,27
07_5425,hexMLST,CAMP1294,1
07_5425,hexMLST,CAMP1104,27
07_5425,hexMLST,CAMP0597,42
07_5425,hexMLST,CAMP1100,39
07_5425,hexMLST,CAMP1581,1
07_5425,hexMLST,CAMP0455,1
07_5425,hexMLST,CAMP1275,
07_5425,hexMLST,CAMP0355,1
07_5425,hexMLST,CAMP1185,1
07_5425,hexMLST,CAMP0041,1
07_5425,hexMLST,CAMP1186,1
07_5425,hexMLST,CAMP1372,1
07_5425,hexMLST,CAMP0757,35
07_5425,hexMLST,CAMP0755,1
07_5425,hexMLST,CAMP1502,24
07_5425,hexMLST,CAMP0969,1
07_5425,hexMLST,CAMP1508,37
07_5425,hexMLST,CAMP0614,1
07_5425,hexMLST,CAMP0967,1
07_5425,hexMLST,CAMP1503,1
07_5425,hexMLST,CAMP0847,1
06_6211,hexMLST,CAMP1074,27
06_6211,hexMLST,CAMP0367,36
06_6211,hexMLST,CAMP0768,
06_6211,hexMLST,CAMP1364,24
06_6211,hexMLST,CAMP1571,
06_6211,hexMLST,CAMP1578,33
06_6211,hexMLST,CAMP0972,25
06_6211,hexMLST,CAMP0471,
06_6211,hexMLST,CAMP0374,38
06_6211,hexMLST,CAMP0273,36
06_6211,hexMLST,CAMP1311,42
06_6211,hexMLST,CAMP1313,34
06_6211,hexMLST,CAMP0775,41
06_6211,hexMLST,CAMP1322,40
06_6211,hexMLST,CAMP1319,36
06_6211,hexMLST,CAMP1567,1
06_6211,hexMLST,CAMP1085,32
06_6211,hexMLST,CAMP0572,1
06_6211,hexMLST,CAMP0867,32
06_6211,hexMLST,CAMP1568,1
06_6211,hexMLST,CAMP0881,
06_6211,hexMLST,CAMP0015,1
06_6211,hexMLST,CAMP1301,1
06_6211,hexMLST,CAMP1158,
06_6211,hexMLST,CAMP0950,18
06_6211,hexMLST,CAMP1411,20
06_6211,hexMLST,CAMP1416,20
06_6211,hexMLST,CAMP0540,42
06_6211,hexMLST,CAMP1022,
06_6211,hexMLST,CAMP0319,23
06_6211,hexMLST,CAMP0792,39
06_6211,hexMLST,CAMP0791,37
06_6211,hexMLST,CAMP1541,25
06_6211,hexMLST,CAMP0556,25
06_6211,hexMLST,CAMP0351,1
06_6211,hexMLST,CAMP0496,38
06_6211,hexMLST,CAMP1384,43
06_6211,hexMLST,CAMP1280,39
06_6211,hexMLST,CAMP0565,41
06_6211,hexMLST,CAMP0138,41
06_6211,hexMLST,CAMP1208,30
06_6211,hexMLST,CAMP1430,1
06_6211,hexMLST,CAMP1432,1
06_6211,hexMLST,CAMP1019,39
06_6211,hexMLST,CAMP1537,38
06_6211,hexMLST,CAMP0182,41
06_6211,hexMLST,CAMP0028,24
06_6211,hexMLST,CAMP0024,42
06_6211,hexMLST,CAMP1124,
06_6211,hexMLST,CAMP0338,1
06_6211,hexMLST,CAMP1211,43
06_6211,hexMLST,CAMP1042,36
06_6211,hexMLST,CAMP1048,1
06_6211,hexMLST,CAMP0104,35
06_6211,hexMLST,CAMP1355,33
06_6211,hexMLST,CAMP0100,14
06_6211,hexMLST,CAMP1357,39
06_6211,hexMLST,CAMP0111,1
06_6211,hexMLST,CAMP1529,35
06_6211,hexMLST,CAMP0532,
06_6211,hexMLST,CAMP0633,14
06_6211,hexMLST,CAMP0535,38
06_6211,hexMLST,CAMP0905,36
06_6211,hexMLST,CAMP1116,34
06_6211,hexMLST,CAMP1262,
06_6211,hexMLST,CAMP1053,70
06_6211,hexMLST,CAMP0059,81
06_6211,hexMLST,CAMP1198,1
06_6211,hexMLST,CAMP0399,38
06_6211,hexMLST,CAMP0117,1
06_6211,hexMLST,CAMP0502,5
06_6211,hexMLST,CAMP0052,30
06_6211,hexMLST,CAMP0501,45
06_6211,hexMLST,CAMP1197,25
06_6211,hexMLST,CAMP0504,5
06_6211,hexMLST,CAMP0505,41
06_6211,hexMLST,CAMP0918,36
06_6211,hexMLST,CAMP0626,47
06_6211,hexMLST,CAMP0857,40
06_6211,hexMLST,CAMP1294,33
06_6211,hexMLST,CAMP1104,5
06_6211,hexMLST,CAMP0597,18
06_6211,hexMLST,CAMP1100,5
06_6211,hexMLST,CAMP1581,1
06_6211,hexMLST,CAMP0455,
06_6211,hexMLST,CAMP1275,
06_6211,hexMLST,CAMP0355,38
06_6211,hexMLST,CAMP1185,92
06_6211,hexMLST,CAMP0041,6
06_6211,hexMLST,CAMP1186,29
06_6211,hexMLST,CAMP1372,39
06_6211,hexMLST,CAMP0757,
06_6211,hexMLST,CAMP0755,14
06_6211,hexMLST,CAMP1502,30
06_6211,hexMLST,CAMP0969,47
06_6211,hexMLST,CAMP1508,68
06_6211,hexMLST,CAMP0614,79
06_6211,hexMLST,CAMP0967,42
06_6211,hexMLST,CAMP1503,31
06_6211,hexMLST,CAMP0847,33
CI_3812,hexMLST,CAMP1074,
CI_3812,hexMLST,CAMP0367,46
CI_3812,hexMLST,CAMP0768,
CI_3812,hexMLST,CAMP1364,
CI_3812,hexMLST,CAMP1571,50
CI_3812,hexMLST,CAMP1578,
CI_3812,hexMLST,CAMP0972,49
CI_3812,hexMLST,CAMP0471,50
CI_3812,hexMLST,CAMP0374,53
CI_3812,hexMLST,CAMP0273,
CI_3812,hexMLST,CAMP1311,4
CI_3812,hexMLST,CAMP1313,
CI_3812,hexMLST,CAMP0775,
CI_3812,hexMLST,CAMP1322,
CI_3812,hexMLST,CAMP1319,47
CI_3812,hexMLST,CAMP1567,
CI_3812,hexMLST,CAMP1085,
CI_3812,hexMLST,CAMP0572,53
CI_3812,hexMLST,CAMP0867,
CI_3812,hexMLST,CAMP1568,44
CI_3812,hexMLST,CAMP0881,58
CI_3812,hexMLST,CAMP0015,51
CI_3812,hexMLST,CAMP1301,
CI_3812,hexMLST,CAMP1158,
CI_3812,hexMLST,CAMP0950,
CI_3812,hexMLST,CAMP1411,46
CI_3812,hexMLST,CAMP1416,39
CI_3812,hexMLST,CAMP0540,49
CI_3812,hexMLST,CAMP1022,
CI_3812,hexMLST,CAMP0319,46
CI_3812,hexMLST,CAMP0792,
CI_3812,hexMLST,CAMP0791,
CI_3812,hexMLST,CAMP1541,59
CI_3812,hexMLST,CAMP0556,
CI_3812,hexMLST,CAMP0351,52
CI_3812,hexMLST,CAMP0496,52
CI_3812,hexMLST,CAMP1384,
CI_3812,hexMLST,CAMP1280,
CI_3812,hexMLST,CAMP0565,
CI_3812,hexMLST,CAMP0138,60
CI_3812,hexMLST,CAMP1208,
CI_3812,hexMLST,CAMP1430,
CI_3812,hexMLST,CAMP1432,41
CI_3812,hexMLST,CAMP1019,52
CI_3812,hexMLST,CAMP1537,
CI_3812,hexMLST,CAMP0182,55
CI_3812,hexMLST,CAMP0028,45
CI_3812,hexMLST,CAMP0024,62
CI_3812,hexMLST,CAMP1124,55
CI_3812,hexMLST,CAMP0338,48
CI_3812,hexMLST,CAMP1211,51
CI_3812,hexMLST,CAMP1042,44
CI_3812,hexMLST,CAMP1048,48
CI_3812,hexMLST,CAMP0104,51
CI_3812,hexMLST,CAMP1355,
CI_3812,hexMLST,CAMP0100,48
CI_3812,hexMLST,CAMP1357,
CI_3812,hexMLST,CAMP0111,43
CI_3812,hexMLST,CAMP1529,49
CI_3812,hexMLST,CAMP0532,53
CI_3812,hexMLST,CAMP0633,47
CI_3812,hexMLST,CAMP0535,
CI_3812,hexMLST,CAMP0905,
CI_3812,hexMLST,CAMP1116,42
CI_3812,hexMLST,CAMP1262,
CI_3812,hexMLST,CAMP1053,
CI_3812,hexMLST,CAMP0059,35
CI_3812,hexMLST,CAMP1198,
CI_3812,hexMLST,CAMP0399,
CI_3812,hexMLST,CAMP0117,53
CI_3812,hexMLST,CAMP0502,57
CI_3812,hexMLST,CAMP0052,28
CI_3812,hexMLST,CAMP0501,
CI_3812,hexMLST,CAMP1197,41
CI_3812,hexMLST,CAMP0504,50
CI_3812,hexMLST,CAMP0505,60
CI_3812,hexMLST,CAMP0918,43
CI_3812,hexMLST,CAMP0626,
CI_3812,hexMLST,CAMP0857,
CI_3812,hexMLST,CAMP1294,
CI_3812,hexMLST,CAMP1104,34
CI_3812,hexMLST,CAMP0597,
CI_3812,hexMLST,CAMP1100,
CI_3812,hexMLST,CAMP1581,40
CI_3812,hexMLST,CAMP0455,55
CI_3812,hexMLST,CAMP1275,
CI_3812,hexMLST,CAMP0355,53
CI_3812,hexMLST,CAMP1185,
CI_3812,hexMLST,CAMP0041,
CI_3812,hexMLST,CAMP1186,
CI_3812,hexMLST,CAMP1372,50
CI_3812,hexMLST,CAMP0757,58
CI_3812,hexMLST,CAMP0755,5
CI_3812,hexMLST,CAMP1502,41
CI_3812,hexMLST,CAMP0969,
CI_3812,hexMLST,CAMP1508,47
CI_3812,hexMLST,CAMP0614,45
CI_3812,hexMLST,CAMP0967,
CI_3812,hexMLST,CAMP1503,4
CI_3812,hexMLST,CAMP0847,45
06_6212,hexMLST,CAMP1074,2
06_6212,hexMLST,CAMP0367,4
06_6212,hexMLST,CAMP0768,5
06_6212,hexMLST,CAMP1364,26
06_6212,hexMLST,CAMP1571,5
06_6212,hexMLST,CAMP1578,5
06_6212,hexMLST,CAMP0972,4
06_6212,hexMLST,CAMP0471,5
06_6212,hexMLST,CAMP0374,5
06_6212,hexMLST,CAMP0273,1
06_6212,hexMLST,CAMP1311,26
06_6212,hexMLST,CAMP1313,22
06_6212,hexMLST,CAMP0775,29
06_6212,hexMLST,CAMP1322,30
06_6212,hexMLST,CAMP1319,27
06_6212,hexMLST,CAMP1567,5
06_6212,hexMLST,CAMP1085,22
06_6212,hexMLST,CAMP0572,5
06_6212,hexMLST,CAMP0867,
06_6212,hexMLST,CAMP1568,5
06_6212,hexMLST,CAMP0881,4
06_6212,hexMLST,CAMP0015,2
06_6212,hexMLST,CAMP1301,5
06_6212,hexMLST,CAMP1158,32
06_6212,hexMLST,CAMP0950,
06_6212,hexMLST,CAMP1411,5
06_6212,hexMLST,CAMP1416,20
06_6212,hexMLST,CAMP0540,5
06_6212,hexMLST,CAMP1022,14
06_6212,hexMLST,CAMP0319,5
06_6212,hexMLST,CAMP0792,19
06_6212,hexMLST,CAMP0791,25
06_6212,hexMLST,CAMP1541,5
06_6212,hexMLST,CAMP0556,5
06_6212,hexMLST,CAMP0351,5
06_6212,hexMLST,CAMP0496,29
06_6212,hexMLST,CAMP1384,5
06_6212,hexMLST,CAMP1280,5
06_6212,hexMLST,CAMP0565,
06_6212,hexMLST,CAMP0138,30
06_6212,hexMLST,CAMP1208,4
06_6212,hexMLST,CAMP1430,5
06_6212,hexMLST,CAMP1432,4
06_6212,hexMLST,CAMP1019,29
06_6212,hexMLST,CAMP1537,5
06_6212,hexMLST,CAMP0182,2
06_6212,hexMLST,CAMP0028,2
06_6212,hexMLST,CAMP0024,61
06_6212,hexMLST,CAMP1124,5
06_6212,hexMLST,CAMP0338,5
06_6212,hexMLST,CAMP1211,5
06_6212,hexMLST,CAMP1042,5
06_6212,hexMLST,CAMP1048,4
06_6212,hexMLST,CAMP0104,2
06_6212,hexMLST,CAMP1355,21
06_6212,hexMLST,CAMP0100,28
06_6212,hexMLST,CAMP1357,31
06_6212,hexMLST,CAMP0111,2
06_6212,hexMLST,CAMP1529,5
06_6212,hexMLST,CAMP0532,5
06_6212,hexMLST,CAMP0633,21
06_6212,hexMLST,CAMP0535,5
06_6212,hexMLST,CAMP0905,17
06_6212,hexMLST,CAMP1116,1
06_6212,hexMLST,CAMP1262,27
06_6212,hexMLST,CAMP1053,5
06_6212,hexMLST,CAMP0059,2
06_6212,hexMLST,CAMP1198,5
06_6212,hexMLST,CAMP0399,5
06_6212,hexMLST,CAMP0117,
06_6212,hexMLST,CAMP0502,28
06_6212,hexMLST,CAMP0052,2
06_6212,hexMLST,CAMP0501,25
06_6212,hexMLST,CAMP1197,3
06_6212,hexMLST,CAMP0504,25
06_6212,hexMLST,CAMP0505,21
06_6212,hexMLST,CAMP0918,26
06_6212,hexMLST,CAMP0626,32
06_6212,hexMLST,CAMP0857,24
06_6212,hexMLST,CAMP1294,5
06_6212,hexMLST,CAMP1104,3
06_6212,hexMLST,CAMP0597,51
06_6212,hexMLST,CAMP1100,5
06_6212,hexMLST,CAMP1581,5
06_6212,hexMLST,CAMP0455,5
06_6212,hexMLST,CAMP1275,3
06_6212,hexMLST,CAMP0355,4
06_6212,hexMLST,CAMP1185,5
06_6212,hexMLST,CAMP0041,2
06_6212,hexMLST,CAMP1186,5
06_6212,hexMLST,CAMP1372,5
06_6212,hexMLST,CAMP0757,32
06_6212,hexMLST,CAMP0755,19
06_6212,hexMLST,CAMP1502,5
06_6212,hexMLST,CAMP0969,5
06_6212,hexMLST,CAMP1508,5
06_6212,hexMLST,CAMP0614,5
06_6212,hexMLST,CAMP0967,5
06_6212,hexMLST,CAMP1503,4
06_6212,hexMLST,CAMP0847,4
08_4474,hexMLST,CAMP1074,2
08_4474,hexMLST,CAMP0367,4
08_4474,hexMLST,CAMP0768,5
08_4474,hexMLST,CAMP1364,5
08_4474,hexMLST,CAMP1571,5
08_4474,hexMLST,CAMP1578,5
08_4474,hexMLST,CAMP0972,48
08_4474,hexMLST,CAMP0471,
08_4474,hexMLST,CAMP0374,5
08_4474,hexMLST,CAMP0273,1
08_4474,hexMLST,CAMP1311,4
08_4474,hexMLST,CAMP1313,3
08_4474,hexMLST,CAMP0775,5
08_4474,hexMLST,CAMP1322,4
08_4474,hexMLST,CAMP1319,5
08_4474,hexMLST,CAMP1567,5
08_4474,hexMLST,CAMP1085,4
08_4474,hexMLST,CAMP0572,5
08_4474,hexMLST,CAMP0867,5
08_4474,hexMLST,CAMP1568,5
08_4474,hexMLST,CAMP0881,4
08_4474,hexMLST,CAMP0015,
08_4474,hexMLST,CAMP1301,5
08_4474,hexMLST,CAMP1158,5
08_4474,hexMLST,CAMP0950,2
08_4474,hexMLST,CAMP1411,5
08_4474,hexMLST,CAMP1416,5
08_4474,hexMLST,CAMP0540,5
08_4474,hexMLST,CAMP1022,2
08_4474,hexMLST,CAMP0319,5
08_4474,hexMLST,CAMP0792,4
08_4474,hexMLST,CAMP0791,5
08_4474,hexMLST,CAMP1541,5
08_4474,hexMLST,CAMP0556,5
08_4474,hexMLST,CAMP0351,5
08_4474,hexMLST,CAMP0496,5
08_4474,hexMLST,CAMP1384,5
08_4474,hexMLST,CAMP1280,5
08_4474,hexMLST,CAMP0565,2
08_4474,hexMLST,CAMP0138,30
08_4474,hexMLST,CAMP1208,4
08_4474,hexMLST,CAMP1430,31
08_4474,hexMLST,CAMP1432,32
08_4474,hexMLST,CAMP1019,3
08_4474,hexMLST,CAMP1537,5
08_4474,hexMLST,CAMP0182,2
08_4474,hexMLST,CAMP0028,2
08_4474,hexMLST,CAMP0024,2
08_4474,hexMLST,CAMP1124,5
08_4474,hexMLST,CAMP0338,5
08_4474,hexMLST,CAMP1211,5
08_4474,hexMLST,CAMP1042,5
08_4474,hexMLST,CAMP1048,4
08_4474,hexMLST,CAMP0104,2
08_4474,hexMLST,CAMP1355,2
08_4474,hexMLST,CAMP0100,2
08_4474,hexMLST,CAMP1357,4
08_4474,hexMLST,CAMP0111,2
08_4474,hexMLST,CAMP1529,5
08_4474,hexMLST,CAMP0532,5
08_4474,hexMLST,CAMP0633,5
08_4474,hexMLST,CAMP0535,5
08_4474,hexMLST,CAMP0905,5
08_4474,hexMLST,CAMP1116,5
08_4474,hexMLST,CAMP1262,5
08_4474,hexMLST,CAMP1053,5
08_4474,hexMLST,CAMP0059,2
08_4474,hexMLST,CAMP1198,
08_4474,hexMLST,CAMP0399,5
08_4474,hexMLST,CAMP0117,2
08_4474,hexMLST,CAMP0502,5
08_4474,hexMLST,CAMP0052,2
08_4474,hexMLST,CAMP0501,5
08_4474,hexMLST,CAMP1197,3
08_4474,hexMLST,CAMP0504,5
08_4474,hexMLST,CAMP0505,5
08_4474,hexMLST,CAMP0918,5
08_4474,hexMLST,CAMP0626,5
08_4474,hexMLST,CAMP0857,5
08_4474,hexMLST,CAMP1294,5
08_4474,hexMLST,CAMP1104,3
08_4474,hexMLST,CAMP0597,
08_4474,hexMLST,CAMP1100,5
08_4474,hexMLST,CAMP1581,5
08_4474,hexMLST,CAMP0455,5
08_4474,hexMLST,CAMP1275,3
08_4474,hexMLST,CAMP0355,4
08_4474,hexMLST,CAMP1185,5
08_4474,hexMLST,CAMP0041,2
08_4474,hexMLST,CAMP1186,5
08_4474,hexMLST,CAMP1372,5
08_4474,hexMLST,CAMP0757,5
08_4474,hexMLST,CAMP0755,5
08_4474,hexMLST,CAMP1502,5
08_4474,hexMLST,CAMP0969,28
08_4474,hexMLST,CAMP1508,5
08_4474,hexMLST,CAMP0614,5
08_4474,hexMLST,CAMP0967,5
08_4474,hexMLST,CAMP1503,4
08_4474,hexMLST,CAMP0847,4
CE_R_11_0192,hexMLST,CAMP1074,2
CE_R_11_0192,hexMLST,CAMP0367,20
CE_R_11_0192,hexMLST,CAMP0768,5
CE_R_11_0192,hexMLST,CAMP1364,5
CE_R_11_0192,hexMLST,CAMP1571,5
CE_R_11_0192,hexMLST,CAMP1578,5
CE_R_11_0192,hexMLST,CAMP0972,25
CE_R_11_0192,hexMLST,CAMP0471,66
CE_R_11_0192,hexMLST,CAMP0374,72
CE_R_11_0192,hexMLST,CAMP0273,77
CE_R_11_0192,hexMLST,CAMP1311,22
CE_R_11_0192,hexMLST,CAMP1313,17
CE_R_11_0192,hexMLST,CAMP0775,5
CE_R_11_0192,hexMLST,CAMP1322,46
CE_R_11_0192,hexMLST,CAMP1319,26
CE_R_11_0192,hexMLST,CAMP1567,5
CE_R_11_0192,hexMLST,CAMP1085,1
CE_R_11_0192,hexMLST,CAMP0572,20
CE_R_11_0192,hexMLST,CAMP0867,59
CE_R_11_0192,hexMLST,CAMP1568,5
CE_R_11_0192,hexMLST,CAMP0881,4
CE_R_11_0192,hexMLST,CAMP0015,24
CE_R_11_0192,hexMLST,CAMP1301,5
CE_R_11_0192,hexMLST,CAMP1158,25
CE_R_11_0192,hexMLST,CAMP0950,30
CE_R_11_0192,hexMLST,CAMP1411,5
CE_R_11_0192,hexMLST,CAMP1416,20
CE_R_11_0192,hexMLST,CAMP0540,5
CE_R_11_0192,hexMLST,CAMP1022,2
CE_R_11_0192,hexMLST,CAMP0319,5
CE_R_11_0192,hexMLST,CAMP0792,19
CE_R_11_0192,hexMLST,CAMP0791,25
CE_R_11_0192,hexMLST,CAMP1541,5
CE_R_11_0192,hexMLST,CAMP0556,59
CE_R_11_0192,hexMLST,CAMP0351,5
CE_R_11_0192,hexMLST,CAMP0496,31
CE_R_11_0192,hexMLST,CAMP1384,5
CE_R_11_0192,hexMLST,CAMP1280,75
CE_R_11_0192,hexMLST,CAMP0565,22
CE_R_11_0192,hexMLST,CAMP0138,30
CE_R_11_0192,hexMLST,CAMP1208,4
CE_R_11_0192,hexMLST,CAMP1430,22
CE_R_11_0192,hexMLST,CAMP1432,22
CE_R_11_0192,hexMLST,CAMP1019,21
CE_R_11_0192,hexMLST,CAMP1537,5
CE_R_11_0192,hexMLST,CAMP0182,2
CE_R_11_0192,hexMLST,CAMP0028,15
CE_R_11_0192,hexMLST,CAMP0024,25
CE_R_11_0192,hexMLST,CAMP1124,5
CE_R_11_0192,hexMLST,CAMP0338,5
CE_R_11_0192,hexMLST,CAMP1211,77
CE_R_11_0192,hexMLST,CAMP1042,76
CE_R_11_0192,hexMLST,CAMP1048,4
CE_R_11_0192,hexMLST,CAMP0104,2
CE_R_11_0192,hexMLST,CAMP1355,42
CE_R_11_0192,hexMLST,CAMP0100,23
CE_R_11_0192,hexMLST,CAMP1357,4
CE_R_11_0192,hexMLST,CAMP0111,2
CE_R_11_0192,hexMLST,CAMP1529,5
CE_R_11_0192,hexMLST,CAMP0532,23
CE_R_11_0192,hexMLST,CAMP0633,59
CE_R_11_0192,hexMLST,CAMP0535,5
CE_R_11_0192,hexMLST,CAMP0905,5
CE_R_11_0192,hexMLST,CAMP1116,5
CE_R_11_0192,hexMLST,CAMP1262,69
CE_R_11_0192,hexMLST,CAMP1053,5
CE_R_11_0192,hexMLST,CAMP0059,
CE_R_11_0192,hexMLST,CAMP1198,5
CE_R_11_0192,hexMLST,CAMP0399,5
CE_R_11_0192,hexMLST,CAMP0117,2
CE_R_11_0192,hexMLST,CAMP0502,33
CE_R_11_0192,hexMLST,CAMP0052,2
CE_R_11_0192,hexMLST,CAMP0501,29
CE_R_11_0192,hexMLST,CAMP1197,3
CE_R_11_0192,hexMLST,CAMP0504,63
CE_R_11_0192,hexMLST,CAMP0505,
CE_R_11_0192,hexMLST,CAMP0918,26
CE_R_11_0192,hexMLST,CAMP0626,89
CE_R_11_0192,hexMLST,CAMP0857,24
CE_R_11_0192,hexMLST,CAMP1294,68
CE_R_11_0192,hexMLST,CAMP1104,3
CE_R_11_0192,hexMLST,CAMP0597,51
CE_R_11_0192,hexMLST,CAMP1100,68
CE_R_11_0192,hexMLST,CAMP1581,5
CE_R_11_0192,hexMLST,CAMP0455,5
CE_R_11_0192,hexMLST,CAMP1275,3
CE_R_11_0192,hexMLST,CAMP0355,75
CE_R_11_0192,hexMLST,CAMP1185,5
CE_R_11_0192,hexMLST,CAMP0041,28
CE_R_11_0192,hexMLST,CAMP1186,5
CE_R_11_0192,hexMLST,CAMP1372,5
CE_R_11_0192,hexMLST,CAMP0757,29
CE_R_11_0192,hexMLST,CAMP0755,19
CE_R_11_0192,hexMLST,CAMP1502,5
CE_R_11_0192,hexMLST,CAMP0969,77
CE_R_11_0192,hexMLST,CAMP1508,5
CE_R_11_0192,hexMLST,CAMP0614,45
CE_R_11_0192,hexMLST,CAMP0967,5
CE_R_11_0192,hexMLST,CAMP1503,4
CE_R_11_0192,hexMLST,CAMP0847,4
CI_0783,hexMLST,CAMP1074,
CI_0783,hexMLST,CAMP0367,1
CI_0783,hexMLST,CAMP0768,1
CI_0783,hexMLST,CAMP1364,
CI_0783,hexMLST,CAMP1571,1
CI_0783,hexMLST,CAMP1578,
CI_0783,hexMLST,CAMP0972,24
CI_0783,hexMLST,CAMP0471,
CI_0783,hexMLST,CAMP0374,1
CI_0783,hexMLST,CAMP0273,1
CI_0783,hexMLST,CAMP1311,13
CI_0783,hexMLST,CAMP1313,7
CI_0783,hexMLST,CAMP0775,24
CI_0783,hexMLST,CAMP1322,28
CI_0783,hexMLST,CAMP1319,14
CI_0783,hexMLST,CAMP1567,1
CI_0783,hexMLST,CAMP1085,1
CI_0783,hexMLST,CAMP0572,5
CI_0783,hexMLST,CAMP0867,1
CI_0783,hexMLST,CAMP1568,1
CI_0783,hexMLST,CAMP0881,26
CI_0783,hexMLST,CAMP0015,
CI_0783,hexMLST,CAMP1301,1
CI_0783,hexMLST,CAMP1158,1
CI_0783,hexMLST,CAMP0950,1
CI_0783,hexMLST,CAMP1411,1
CI_0783,hexMLST,CAMP1416,1
CI_0783,hexMLST,CAMP0540,14
CI_0783,hexMLST,CAMP1022,11
CI_0783,hexMLST,CAMP0319,21
CI_0783,hexMLST,CAMP0792,23
CI_0783,hexMLST,CAMP0791,13
CI_0783,hexMLST,CAMP1541,1
CI_0783,hexMLST,CAMP0556,1
CI_0783,hexMLST,CAMP0351,1
CI_0783,hexMLST,CAMP0496,36
CI_0783,hexMLST,CAMP1384,1
CI_0783,hexMLST,CAMP1280,
CI_0783,hexMLST,CAMP0565,11
CI_0783,hexMLST,CAMP0138,41
CI_0783,hexMLST,CAMP1208,1
CI_0783,hexMLST,CAMP1430,1
CI_0783,hexMLST,CAMP1432,1
CI_0783,hexMLST,CAMP1019,1
CI_0783,hexMLST,CAMP1537,1
CI_0783,hexMLST,CAMP0182,27
CI_0783,hexMLST,CAMP0028,2
CI_0783,hexMLST,CAMP0024,
CI_0783,hexMLST,CAMP1124,1
CI_0783,hexMLST,CAMP0338,1
CI_0783,hexMLST,CAMP1211,45
CI_0783,hexMLST,CAMP1042,1
CI_0783,hexMLST,CAMP1048,1
CI_0783,hexMLST,CAMP0104,1
CI_0783,hexMLST,CAMP1355,
CI_0783,hexMLST,CAMP0100,
CI_0783,hexMLST,CAMP1357,
CI_0783,hexMLST,CAMP0111,
CI_0783,hexMLST,CAMP1529,24
CI_0783,hexMLST,CAMP0532,1
CI_0783,hexMLST,CAMP0633,
CI_0783,hexMLST,CAMP0535,24
CI_0783,hexMLST,CAMP0905,38
CI_0783,hexMLST,CAMP1116,1
CI_0783,hexMLST,CAMP1262,
CI_0783,hexMLST,CAMP1053,31
CI_0783,hexMLST,CAMP0059,1
CI_0783,hexMLST,CAMP1198,
CI_0783,hexMLST,CAMP0399,
CI_0783,hexMLST,CAMP0117,25
CI_0783,hexMLST,CAMP0502,124
CI_0783,hexMLST,CAMP0052,1
CI_0783,hexMLST,CAMP0501,38
CI_0783,hexMLST,CAMP1197,25
CI_0783,hexMLST,CAMP0504,62
CI_0783,hexMLST,CAMP0505,24
CI_0783,hexMLST,CAMP0918,
CI_0783,hexMLST,CAMP0626,42
CI_0783,hexMLST,CAMP0857,
CI_0783,hexMLST,CAMP1294,1
CI_0783,hexMLST,CAMP1104,
CI_0783,hexMLST,CAMP0597,
CI_0783,hexMLST,CAMP1100,
CI_0783,hexMLST,CAMP1581,1
CI_0783,hexMLST,CAMP0455,
CI_0783,hexMLST,CAMP1275,12
CI_0783,hexMLST,CAMP0355,
CI_0783,hexMLST,CAMP1185,1
CI_0783,hexMLST,CAMP0041,
CI_0783,hexMLST,CAMP1186,1
CI_0783,hexMLST,CAMP1372,26
CI_0783,hexMLST,CAMP0757,1
CI_0783,hexMLST,CAMP0755,64
CI_0783,hexMLST,CAMP1502,24
CI_0783,hexMLST,CAMP0969,30
CI_0783,hexMLST,CAMP1508,1
