Strain	Test	Marker	Call
OXC6785	MLST	uncA	17
OXC6785	MLST	gltA	30
OXC6782	MLST	aspA	8
OXC6782	MLST	glnA	1
OXC6782	MLST	pgm	2
OXC6782	MLST	tkt	1
OXC6782	MLST	glyA	3
OXC6782	MLST	uncA	12
OXC6782	MLST	gltA	6
OXC6783	MLST	aspA	9
OXC6783	MLST	glnA	2
OXC6783	MLST	pgm	4
OXC6783	MLST	tkt	5
OXC6783	MLST	glyA	62
OXC6783	MLST	uncA	12
OXC6783	MLST	gltA	4
OXC6780	MLST	aspA	24
OXC6780	MLST	glnA	2
OXC6780	MLST	pgm	10
OXC6780	MLST	tkt	3
OXC6780	MLST	glyA	2
OXC6780	MLST	uncA	1
OXC6780	MLST	gltA	2
OXC6781	MLST	aspA	8
OXC6781	MLST	glnA	1
OXC6781	MLST	pgm	2
OXC6781	MLST	tkt	1
OXC6781	MLST	glyA	3
OXC6781	MLST	uncA	12
OXC6781	MLST	gltA	6
OXC6788	MLST	aspA	7
OXC6788	MLST	glnA	28
OXC6788	MLST	pgm	17
OXC6788	MLST	tkt	34
OXC6788	MLST	glyA	28
OXC6788	MLST	uncA	12
OXC6788	MLST	gltA	4
OXC6789	MLST	aspA	2
OXC6789	MLST	glnA	1
OXC6789	MLST	pgm	2
OXC6789	MLST	tkt	1
OXC6789	MLST	glyA	3
OXC6789	MLST	uncA	5
OXC6789	MLST	gltA	21
OXC6540	MLST	aspA	1
OXC6540	MLST	glnA	2
OXC6540	MLST	pgm	90
OXC6540	MLST	tkt	25
OXC6540	MLST	glyA	4
OXC6540	MLST	uncA	8
OXC6540	MLST	gltA	42
OXC5679	MLST	aspA	7
OXC5679	MLST	glnA	2
OXC5679	MLST	pgm	10
OXC5679	MLST	tkt	3
OXC5679	MLST	glyA	2
OXC5679	MLST	uncA	6
OXC5679	MLST	gltA	5
CAMSA293	MLST	aspA	2
CAMSA293	MLST	glnA	1
CAMSA293	MLST	pgm	2
CAMSA293	MLST	tkt	1
CAMSA293	MLST	glyA	3
CAMSA293	MLST	uncA	5
CAMSA293	MLST	gltA	1
OXC5677	MLST	aspA	33
OXC5677	MLST	glnA	66
OXC5677	MLST	pgm	188
OXC5677	MLST	tkt	43
OXC5677	MLST	glyA	174
OXC5677	MLST	uncA	17
OXC5677	MLST	gltA	30
OXC5676	MLST	aspA	7
OXC5676	MLST	glnA	17
OXC5676	MLST	pgm	23
OXC5676	MLST	tkt	3
OXC5676	MLST	glyA	15
OXC5676	MLST	uncA	12
OXC5676	MLST	gltA	2
OXC5675	MLST	aspA	2
OXC5675	MLST	glnA	4
OXC5675	MLST	pgm	7
OXC5675	MLST	tkt	1
OXC5675	MLST	glyA	2
OXC5675	MLST	uncA	5
OXC5675	MLST	gltA	1
OXC5674	MLST	aspA	9
OXC5674	MLST	glnA	25
OXC5674	MLST	pgm	22
OXC5674	MLST	tkt	3
OXC5674	MLST	glyA	10
OXC5674	MLST	uncA	6
OXC5674	MLST	gltA	2
OXC5673	MLST	aspA	8
OXC5673	MLST	glnA	10
OXC5673	MLST	pgm	11
OXC5673	MLST	tkt	12
OXC5673	MLST	glyA	2
OXC5673	MLST	uncA	6
OXC5673	MLST	gltA	2
OXC5672	MLST	aspA	24
OXC5672	MLST	glnA	21
OXC5672	MLST	pgm	2
OXC5672	MLST	tkt	59
OXC5672	MLST	glyA	2
OXC5672	MLST	uncA	6
OXC5672	MLST	gltA	2
OXC5671	MLST	aspA	2
OXC5671	MLST	glnA	17
OXC5671	MLST	pgm	2
OXC5671	MLST	tkt	1
OXC5671	MLST	glyA	3
OXC5671	MLST	uncA	5
OXC5671	MLST	gltA	2
OXC5670	MLST	aspA	24
OXC5670	MLST	glnA	21
OXC5670	MLST	pgm	2
OXC5670	MLST	tkt	59
OXC5670	MLST	glyA	2
OXC5670	MLST	uncA	6
OXC5670	MLST	gltA	2
OXC6543	MLST	aspA	2
OXC6543	MLST	glnA	1
OXC6543	MLST	pgm	2
OXC6543	MLST	tkt	1
OXC6543	MLST	glyA	3
OXC6543	MLST	uncA	5
OXC6543	MLST	gltA	12
OXC6544	MLST	aspA	7
OXC6544	MLST	glnA	84
OXC6544	MLST	pgm	119
OXC6544	MLST	tkt	178
OXC6544	MLST	glyA	10
OXC6544	MLST	uncA	26
OXC6544	MLST	gltA	5
CGY_HR_013	MLST	aspA	2
CGY_HR_013	MLST	glnA	1
CGY_HR_013	MLST	pgm	2
CGY_HR_013	MLST	tkt	1
CGY_HR_013	MLST	glyA	3
CGY_HR_013	MLST	uncA	5
CGY_HR_013	MLST	gltA	12
CAMSA2024	MLST	aspA	2
CAMSA2024	MLST	glnA	1
CAMSA2024	MLST	pgm	2
CAMSA2024	MLST	tkt	1
CAMSA2024	MLST	glyA	3
CAMSA2024	MLST	uncA	5
CAMSA2024	MLST	gltA	1
CAMSA2021	MLST	aspA	2
CAMSA2021	MLST	glnA	1
CAMSA2021	MLST	pgm	2
CAMSA2021	MLST	tkt	1
CAMSA2021	MLST	glyA	3
CAMSA2021	MLST	uncA	5
CAMSA2021	MLST	gltA	1
CE_R_10_0273	MLST	aspA	2
CE_R_10_0273	MLST	glnA	1
CE_R_10_0273	MLST	pgm	2
CE_R_10_0273	MLST	tkt	1
CE_R_10_0273	MLST	glyA	3
CE_R_10_0273	MLST	uncA	6
CE_R_10_0273	MLST	gltA	1
CE_R2_11_0374	MLST	aspA	4
CE_R2_11_0374	MLST	glnA	7
CE_R2_11_0374	MLST	pgm	42
CE_R2_11_0374	MLST	tkt	7
CE_R2_11_0374	MLST	glyA	4
CE_R2_11_0374	MLST	uncA	1
CE_R2_11_0374	MLST	gltA	10
OXC6672	MLST	aspA	2
OXC6672	MLST	glnA	1
OXC6672	MLST	pgm	2
OXC6672	MLST	tkt	1
OXC6672	MLST	glyA	5
OXC6672	MLST	uncA	5
OXC6672	MLST	gltA	1
OXC6673	MLST	aspA	2
OXC6673	MLST	glnA	1
OXC6673	MLST	pgm	2
OXC6673	MLST	tkt	1
OXC6673	MLST	glyA	3
OXC6673	MLST	uncA	5
OXC6673	MLST	gltA	12
OXC6670	MLST	aspA	24
OXC6670	MLST	glnA	21
OXC6670	MLST	pgm	2
OXC6670	MLST	tkt	59
OXC6670	MLST	glyA	2
OXC6670	MLST	uncA	6
OXC6670	MLST	gltA	2
OXC6671	MLST	aspA	2
OXC6671	MLST	glnA	1
OXC6671	MLST	pgm	2
OXC6671	MLST	tkt	1
OXC6671	MLST	glyA	3
OXC6671	MLST	uncA	5
OXC6671	MLST	gltA	1
OXC6676	MLST	aspA	2
OXC6676	MLST	glnA	4
OXC6676	MLST	pgm	2
OXC6676	MLST	tkt	1
OXC6676	MLST	glyA	4
OXC6676	MLST	uncA	5
OXC6676	MLST	gltA	5
OXC6677	MLST	aspA	2
OXC6677	MLST	glnA	1
OXC6677	MLST	pgm	2
OXC6677	MLST	tkt	1
OXC6677	MLST	glyA	3
OXC6677	MLST	uncA	5
OXC6677	MLST	gltA	12
OXC6674	MLST	aspA	7
OXC6674	MLST	glnA	1
OXC6674	MLST	pgm	2
OXC6674	MLST	tkt	3
OXC6674	MLST	glyA	83
OXC6674	MLST	uncA	6
OXC6674	MLST	gltA	2
OXC6675	MLST	aspA	91
OXC6675	MLST	glnA	2
OXC6675	MLST	pgm	169
OXC6675	MLST	tkt	9
OXC6675	MLST	glyA	4
OXC6675	MLST	uncA	8
OXC6675	MLST	gltA	42
OXC6678	MLST	aspA	2
OXC6678	MLST	glnA	1
OXC6678	MLST	pgm	2
OXC6678	MLST	tkt	1
OXC6678	MLST	glyA	3
OXC6678	MLST	uncA	5
OXC6678	MLST	gltA	1
OXC6679	MLST	aspA	2
OXC6679	MLST	glnA	4
OXC6679	MLST	pgm	19
OXC6679	MLST	tkt	3
OXC6679	MLST	glyA	4
OXC6679	MLST	uncA	6
OXC6679	MLST	gltA	2
OXC6474	MLST	aspA	33
OXC6474	MLST	glnA	39
OXC6474	MLST	pgm	104
OXC6474	MLST	tkt	56
OXC6474	MLST	glyA	82
OXC6474	MLST	uncA	17
OXC6474	MLST	gltA	30
OXC6475	MLST	aspA	24
OXC6475	MLST	glnA	2
OXC6475	MLST	pgm	10
OXC6475	MLST	tkt	3
OXC6475	MLST	glyA	2
OXC6475	MLST	uncA	3
OXC6475	MLST	gltA	2
OXC6476	MLST	aspA	33
OXC6476	MLST	glnA	39
OXC6476	MLST	pgm	113
OXC6476	MLST	tkt	47
OXC6476	MLST	glyA	79
OXC6476	MLST	uncA	17
OXC6476	MLST	gltA	30
CI_0898	MLST	aspA	9
CI_0898	MLST	glnA	2
CI_0898	MLST	pgm	4
CI_0898	MLST	tkt	5
CI_0898	MLST	glyA	62
CI_0898	MLST	uncA	17
CI_0898	MLST	gltA	4
OXC6470	MLST	aspA	62
OXC6470	MLST	glnA	4
OXC6470	MLST	pgm	2
OXC6470	MLST	tkt	1
OXC6470	MLST	glyA	2
OXC6470	MLST	uncA	5
OXC6470	MLST	gltA	5
OXC6471	MLST	aspA	33
OXC6471	MLST	glnA	39
OXC6471	MLST	pgm	104
OXC6471	MLST	tkt	56
OXC6471	MLST	glyA	82
OXC6471	MLST	uncA	17
OXC6471	MLST	gltA	30
OXC6472	MLST	aspA	33
OXC6472	MLST	glnA	39
OXC6472	MLST	pgm	104
OXC6472	MLST	tkt	56
OXC6472	MLST	glyA	82
OXC6472	MLST	uncA	17
OXC6472	MLST	gltA	30
OXC6473	MLST	aspA	7
OXC6473	MLST	glnA	2
OXC6473	MLST	pgm	10
OXC6473	MLST	tkt	3
OXC6473	MLST	glyA	2
OXC6473	MLST	uncA	6
OXC6473	MLST	gltA	5
CI_0893	MLST	aspA	9
CI_0893	MLST	glnA	2
CI_0893	MLST	pgm	4
CI_0893	MLST	tkt	5
CI_0893	MLST	glyA	62
CI_0893	MLST	uncA	17
CI_0893	MLST	gltA	4
OXC5782	MLST	aspA	7
OXC5782	MLST	glnA	53
OXC5782	MLST	pgm	11
OXC5782	MLST	tkt	3
OXC5782	MLST	glyA	10
OXC5782	MLST	uncA	3
OXC5782	MLST	gltA	2
OXC5781	MLST	aspA	9
OXC5781	MLST	glnA	2
OXC5781	MLST	pgm	4
OXC5781	MLST	tkt	5
OXC5781	MLST	glyA	62
OXC5781	MLST	uncA	6
OXC5781	MLST	gltA	4
OXC5780	MLST	aspA	7
OXC5780	MLST	glnA	2
OXC5780	MLST	pgm	10
OXC5780	MLST	tkt	3
OXC5780	MLST	glyA	2
OXC5780	MLST	uncA	6
OXC5780	MLST	gltA	5
OXC5787	MLST	aspA	7
OXC5787	MLST	glnA	53
OXC5787	MLST	pgm	11
OXC5787	MLST	tkt	3
OXC5787	MLST	glyA	10
OXC5787	MLST	uncA	3
OXC5787	MLST	gltA	2
OXC6479	MLST	aspA	2
OXC6479	MLST	glnA	17
OXC6479	MLST	pgm	2
OXC6479	MLST	tkt	1
OXC6479	MLST	glyA	3
OXC6479	MLST	uncA	5
OXC6479	MLST	gltA	2
OXC5785	MLST	aspA	1
OXC5785	MLST	glnA	2
OXC5785	MLST	pgm	5
OXC5785	MLST	tkt	9
OXC5785	MLST	glyA	4
OXC5785	MLST	uncA	3
OXC5785	MLST	gltA	3
CAMSA361	MLST	aspA	2
CAMSA361	MLST	glnA	1
CAMSA361	MLST	pgm	2
CAMSA361	MLST	tkt	1
CAMSA361	MLST	glyA	3
CAMSA361	MLST	uncA	5
CAMSA361	MLST	gltA	1
OXC7323	MLST	aspA	8
OXC7323	MLST	glnA	2
OXC7323	MLST	pgm	11
OXC7323	MLST	tkt	3
OXC7323	MLST	glyA	
OXC7323	MLST	uncA	1
OXC7323	MLST	gltA	5
OXC7322	MLST	aspA	4
OXC7322	MLST	glnA	7
OXC7322	MLST	pgm	42
OXC7322	MLST	tkt	51
OXC7322	MLST	glyA	4
OXC7322	MLST	uncA	1
OXC7322	MLST	gltA	40
OXC7321	MLST	aspA	33
OXC7321	MLST	glnA	39
OXC7321	MLST	pgm	104
OXC7321	MLST	tkt	56
OXC7321	MLST	glyA	82
OXC7321	MLST	uncA	17
OXC7321	MLST	gltA	30
OXC7320	MLST	aspA	2
OXC7320	MLST	glnA	1
OXC7320	MLST	pgm	2
OXC7320	MLST	tkt	1
OXC7320	MLST	glyA	3
OXC7320	MLST	uncA	5
OXC7320	MLST	gltA	5
OXC7326	MLST	aspA	4
OXC7326	MLST	glnA	7
OXC7326	MLST	pgm	1
OXC7326	MLST	tkt	7
OXC7326	MLST	glyA	4
OXC7326	MLST	uncA	1
OXC7326	MLST	gltA	10
OXC7325	MLST	aspA	1
OXC7325	MLST	glnA	4
OXC7325	MLST	pgm	6
OXC7325	MLST	tkt	3
OXC7325	MLST	glyA	2
OXC7325	MLST	uncA	17
OXC7325	MLST	gltA	2
BID19R	MLST	aspA	2
BID19R	MLST	glnA	2
BID19R	MLST	pgm	10
BID19R	MLST	tkt	3
BID19R	MLST	glyA	2
BID19R	MLST	uncA	6
BID19R	MLST	gltA	5
OXC7329	MLST	aspA	2
OXC7329	MLST	glnA	1
OXC7329	MLST	pgm	2
OXC7329	MLST	tkt	1
OXC7329	MLST	glyA	3
OXC7329	MLST	uncA	5
OXC7329	MLST	gltA	5
OXC7328	MLST	aspA	9
OXC7328	MLST	glnA	30
OXC7328	MLST	pgm	89
OXC7328	MLST	tkt	59
OXC7328	MLST	glyA	2
OXC7328	MLST	uncA	6
OXC7328	MLST	gltA	2
CAMSA2112	MLST	aspA	2
CAMSA2112	MLST	glnA	1
CAMSA2112	MLST	pgm	2
CAMSA2112	MLST	tkt	1
CAMSA2112	MLST	glyA	3
CAMSA2112	MLST	uncA	5
CAMSA2112	MLST	gltA	1
CAMSA2113	MLST	aspA	2
CAMSA2113	MLST	glnA	1
CAMSA2113	MLST	pgm	2
CAMSA2113	MLST	tkt	1
CAMSA2113	MLST	glyA	3
CAMSA2113	MLST	uncA	5
CAMSA2113	MLST	gltA	1
CAMSA2115	MLST	aspA	2
CAMSA2115	MLST	glnA	1
CAMSA2115	MLST	pgm	2
CAMSA2115	MLST	tkt	1
CAMSA2115	MLST	glyA	3
CAMSA2115	MLST	uncA	5
CAMSA2115	MLST	gltA	1
CGY_HR_090	MLST	aspA	4
CGY_HR_090	MLST	glnA	4
CGY_HR_090	MLST	pgm	7
CGY_HR_090	MLST	tkt	51
CGY_HR_090	MLST	glyA	2
CGY_HR_090	MLST	uncA	5
CGY_HR_090	MLST	gltA	1
NC16_R	MLST	aspA	1
NC16_R	MLST	glnA	4
NC16_R	MLST	pgm	6
NC16_R	MLST	tkt	3
NC16_R	MLST	glyA	2
NC16_R	MLST	uncA	17
NC16_R	MLST	gltA	2
07_5041	MLST	aspA	2
07_5041	MLST	glnA	1
07_5041	MLST	pgm	140
07_5041	MLST	tkt	3
07_5041	MLST	glyA	3
07_5041	MLST	uncA	5
07_5041	MLST	gltA	1
CI_0094	MLST	aspA	1
CI_0094	MLST	glnA	2
CI_0094	MLST	pgm	5
CI_0094	MLST	tkt	9
CI_0094	MLST	glyA	3
CI_0094	MLST	uncA	3
CI_0094	MLST	gltA	3
OXC6739	MLST	aspA	6
OXC6739	MLST	glnA	4
OXC6739	MLST	pgm	2
OXC6739	MLST	tkt	1
OXC6739	MLST	glyA	2
OXC6739	MLST	uncA	5
OXC6739	MLST	gltA	5
OXC6738	MLST	aspA	33
OXC6738	MLST	glnA	39
OXC6738	MLST	pgm	104
OXC6738	MLST	tkt	85
OXC6738	MLST	glyA	79
OXC6738	MLST	uncA	17
OXC6738	MLST	gltA	65
HM179091	MLST	aspA	2
HM179091	MLST	glnA	1
HM179091	MLST	pgm	2
HM179091	MLST	tkt	1
HM179091	MLST	glyA	3
HM179091	MLST	uncA	5
HM179091	MLST	gltA	1
OXC6610R_V2	MLST	aspA	7
OXC6610R_V2	MLST	glnA	28
OXC6610R_V2	MLST	pgm	17
OXC6610R_V2	MLST	tkt	34
OXC6610R_V2	MLST	glyA	28
OXC6610R_V2	MLST	uncA	12
OXC6610R_V2	MLST	gltA	4
OXC6262	MLST	aspA	24
OXC6262	MLST	glnA	2
OXC6262	MLST	pgm	23
OXC6262	MLST	tkt	3
OXC6262	MLST	glyA	53
OXC6262	MLST	uncA	1
OXC6262	MLST	gltA	5
OXC7004	MLST	aspA	7
OXC7004	MLST	glnA	17
OXC7004	MLST	pgm	23
OXC7004	MLST	tkt	3
OXC7004	MLST	glyA	15
OXC7004	MLST	uncA	12
OXC7004	MLST	gltA	2
NC15_R	MLST	aspA	1
NC15_R	MLST	glnA	2
NC15_R	MLST	pgm	5
NC15_R	MLST	tkt	9
NC15_R	MLST	glyA	4
NC15_R	MLST	uncA	3
NC15_R	MLST	gltA	3
CJ6849_R	MLST	aspA	24
CJ6849_R	MLST	glnA	2
CJ6849_R	MLST	pgm	10
CJ6849_R	MLST	tkt	3
CJ6849_R	MLST	glyA	2
CJ6849_R	MLST	uncA	1
CJ6849_R	MLST	gltA	2
OXC7039	MLST	aspA	6
OXC7039	MLST	glnA	4
OXC7039	MLST	pgm	2
OXC7039	MLST	tkt	1
OXC7039	MLST	glyA	2
OXC7039	MLST	uncA	5
OXC7039	MLST	gltA	5
OXC7038	MLST	aspA	7
OXC7038	MLST	glnA	17
OXC7038	MLST	pgm	23
OXC7038	MLST	tkt	3
OXC7038	MLST	glyA	15
OXC7038	MLST	uncA	12
OXC7038	MLST	gltA	2
OXC7037	MLST	aspA	2
OXC7037	MLST	glnA	1
OXC7037	MLST	pgm	2
OXC7037	MLST	tkt	1
OXC7037	MLST	glyA	3
OXC7037	MLST	uncA	5
OXC7037	MLST	gltA	1
OXC7036	MLST	aspA	6
OXC7036	MLST	glnA	4
OXC7036	MLST	pgm	2
OXC7036	MLST	tkt	1
OXC7036	MLST	glyA	2
OXC7036	MLST	uncA	5
OXC7036	MLST	gltA	5
OXC7035	MLST	aspA	2
OXC7035	MLST	glnA	17
OXC7035	MLST	pgm	2
OXC7035	MLST	tkt	1
OXC7035	MLST	glyA	3
OXC7035	MLST	uncA	5
OXC7035	MLST	gltA	2
OXC7034	MLST	aspA	9
OXC7034	MLST	glnA	2
OXC7034	MLST	pgm	4
OXC7034	MLST	tkt	5
OXC7034	MLST	glyA	62
OXC7034	MLST	uncA	6
OXC7034	MLST	gltA	4
OXC7033	MLST	aspA	14
OXC7033	MLST	glnA	17
OXC7033	MLST	pgm	11
OXC7033	MLST	tkt	3
OXC7033	MLST	glyA	2
OXC7033	MLST	uncA	6
OXC7033	MLST	gltA	5
OXC7032	MLST	aspA	4
OXC7032	MLST	glnA	7
OXC7032	MLST	pgm	42
OXC7032	MLST	tkt	51
OXC7032	MLST	glyA	4
OXC7032	MLST	uncA	1
OXC7032	MLST	gltA	10
OXC7031	MLST	aspA	2
OXC7031	MLST	glnA	17
OXC7031	MLST	pgm	2
OXC7031	MLST	tkt	1
OXC7031	MLST	glyA	3
OXC7031	MLST	uncA	5
OXC7031	MLST	gltA	2
OXC7030	MLST	aspA	4
OXC7030	MLST	glnA	7
OXC7030	MLST	pgm	42
OXC7030	MLST	tkt	51
OXC7030	MLST	glyA	4
OXC7030	MLST	uncA	1
OXC7030	MLST	gltA	40
ARI_1130_R	MLST	aspA	2
ARI_1130_R	MLST	glnA	1
ARI_1130_R	MLST	pgm	2
ARI_1130_R	MLST	tkt	1
ARI_1130_R	MLST	glyA	3
ARI_1130_R	MLST	uncA	5
ARI_1130_R	MLST	gltA	12
OXC6928	MLST	aspA	7
OXC6928	MLST	glnA	2
OXC6928	MLST	pgm	10
OXC6928	MLST	tkt	3
OXC6928	MLST	glyA	2
OXC6928	MLST	uncA	6
OXC6928	MLST	gltA	5
OXC6929	MLST	aspA	1
OXC6929	MLST	glnA	3
OXC6929	MLST	pgm	3
OXC6929	MLST	tkt	3
OXC6929	MLST	glyA	4
OXC6929	MLST	uncA	3
OXC6929	MLST	gltA	6
OXC5325	MLST	aspA	7
OXC5325	MLST	glnA	17
OXC5325	MLST	pgm	23
OXC5325	MLST	tkt	3
OXC5325	MLST	glyA	15
OXC5325	MLST	uncA	12
OXC5325	MLST	gltA	2
OXC5326	MLST	aspA	8
OXC5326	MLST	glnA	2
OXC5326	MLST	pgm	11
OXC5326	MLST	tkt	3
OXC5326	MLST	glyA	53
OXC5326	MLST	uncA	1
OXC5326	MLST	gltA	5
CI_1920	MLST	aspA	4
CI_1920	MLST	glnA	7
CI_1920	MLST	pgm	1
CI_1920	MLST	tkt	7
CI_1920	MLST	glyA	4
CI_1920	MLST	uncA	1
CI_1920	MLST	gltA	10
06_5790	MLST	aspA	2
06_5790	MLST	glnA	1
06_5790	MLST	pgm	2
06_5790	MLST	tkt	1
06_5790	MLST	glyA	3
06_5790	MLST	uncA	5
06_5790	MLST	gltA	1
OXC6920	MLST	aspA	33
OXC6920	MLST	glnA	39
OXC6920	MLST	pgm	104
OXC6920	MLST	tkt	56
OXC6920	MLST	glyA	82
OXC6920	MLST	uncA	17
OXC6920	MLST	gltA	30
OXC6921	MLST	aspA	2
OXC6921	MLST	glnA	75
OXC6921	MLST	pgm	141
OXC6921	MLST	tkt	34
OXC6921	MLST	glyA	48
OXC6921	MLST	uncA	1
OXC6921	MLST	gltA	4
OXC6926	MLST	aspA	24
OXC6926	MLST	glnA	2
OXC6926	MLST	pgm	10
OXC6926	MLST	tkt	3
OXC6926	MLST	glyA	2
OXC6926	MLST	uncA	3
OXC6926	MLST	gltA	2
OXC6927	MLST	aspA	2
OXC6927	MLST	glnA	1
OXC6927	MLST	pgm	2
OXC6927	MLST	tkt	1
OXC6927	MLST	glyA	3
OXC6927	MLST	uncA	5
OXC6927	MLST	gltA	21
OXC6924	MLST	aspA	2
OXC6924	MLST	glnA	17
OXC6924	MLST	pgm	2
OXC6924	MLST	tkt	1
OXC6924	MLST	glyA	3
OXC6924	MLST	uncA	5
OXC6924	MLST	gltA	2
OXC6925	MLST	aspA	2
OXC6925	MLST	glnA	4
OXC6925	MLST	pgm	7
OXC6925	MLST	tkt	1
OXC6925	MLST	glyA	2
OXC6925	MLST	uncA	5
OXC6925	MLST	gltA	1
CI_0637	MLST	aspA	4
CI_0637	MLST	glnA	7
CI_0637	MLST	pgm	1
CI_0637	MLST	tkt	7
CI_0637	MLST	glyA	4
CI_0637	MLST	uncA	1
CI_0637	MLST	gltA	10
OXC7259	MLST	aspA	33
OXC7259	MLST	glnA	39
OXC7259	MLST	pgm	113
OXC7259	MLST	tkt	47
OXC7259	MLST	glyA	139
OXC7259	MLST	uncA	17
OXC7259	MLST	gltA	30
OXC7258	MLST	aspA	9
OXC7258	MLST	glnA	17
OXC7258	MLST	pgm	350
OXC7258	MLST	tkt	3
OXC7258	MLST	glyA	10
OXC7258	MLST	uncA	3
OXC7258	MLST	gltA	5
CI_0697	MLST	aspA	2
CI_0697	MLST	glnA	4
CI_0697	MLST	pgm	13
CI_0697	MLST	tkt	25
CI_0697	MLST	glyA	48
CI_0697	MLST	uncA	57
CI_0697	MLST	gltA	4
OXC7253	MLST	aspA	2
OXC7253	MLST	glnA	1
OXC7253	MLST	pgm	2
OXC7253	MLST	tkt	1
OXC7253	MLST	glyA	3
OXC7253	MLST	uncA	5
OXC7253	MLST	gltA	5
OXC7252	MLST	aspA	24
OXC7252	MLST	glnA	2
OXC7252	MLST	pgm	23
OXC7252	MLST	tkt	3
OXC7252	MLST	glyA	53
OXC7252	MLST	uncA	1
OXC7252	MLST	gltA	5
OXC7251	MLST	aspA	6
OXC7251	MLST	glnA	4
OXC7251	MLST	pgm	2
OXC7251	MLST	tkt	1
OXC7251	MLST	glyA	2
OXC7251	MLST	uncA	5
OXC7251	MLST	gltA	5
07_4428	MLST	aspA	2
07_4428	MLST	glnA	1
07_4428	MLST	pgm	2
07_4428	MLST	tkt	1
07_4428	MLST	glyA	3
07_4428	MLST	uncA	5
07_4428	MLST	gltA	1
08_6877	MLST	aspA	4
08_6877	MLST	glnA	7
08_6877	MLST	pgm	1
08_6877	MLST	tkt	7
08_6877	MLST	glyA	4
08_6877	MLST	uncA	1
08_6877	MLST	gltA	10
OXC7256	MLST	aspA	2
OXC7256	MLST	glnA	1
OXC7256	MLST	pgm	2
OXC7256	MLST	tkt	1
OXC7256	MLST	glyA	3
OXC7256	MLST	uncA	5
OXC7256	MLST	gltA	5
OXC7255	MLST	aspA	4
OXC7255	MLST	glnA	326
OXC7255	MLST	pgm	42
OXC7255	MLST	tkt	51
OXC7255	MLST	glyA	4
OXC7255	MLST	uncA	1
OXC7255	MLST	gltA	40
OXC6816	MLST	aspA	9
OXC6816	MLST	glnA	2
OXC6816	MLST	pgm	4
OXC6816	MLST	tkt	5
OXC6816	MLST	glyA	62
OXC6816	MLST	uncA	6
OXC6816	MLST	gltA	4
OXC6532	MLST	aspA	2
OXC6532	MLST	glnA	21
OXC6532	MLST	pgm	60
OXC6532	MLST	tkt	1
OXC6532	MLST	glyA	37
OXC6532	MLST	uncA	5
OXC6532	MLST	gltA	5
OXC6814	MLST	aspA	14
OXC6814	MLST	glnA	17
OXC6814	MLST	pgm	11
OXC6814	MLST	tkt	3
OXC6814	MLST	glyA	2
OXC6814	MLST	uncA	6
OXC6814	MLST	gltA	5
OXC6815	MLST	aspA	2
OXC6815	MLST	glnA	1
OXC6815	MLST	pgm	2
OXC6815	MLST	tkt	1
OXC6815	MLST	glyA	3
OXC6815	MLST	uncA	5
OXC6815	MLST	gltA	1
OXC6812	MLST	aspA	2
OXC6812	MLST	glnA	1
OXC6812	MLST	pgm	2
OXC6812	MLST	tkt	1
OXC6812	MLST	glyA	3
OXC6812	MLST	uncA	5
OXC6812	MLST	gltA	1
OXC6813	MLST	aspA	24
OXC6813	MLST	glnA	2
OXC6813	MLST	pgm	10
OXC6813	MLST	tkt	3
OXC6813	MLST	glyA	2
OXC6813	MLST	uncA	1
OXC6813	MLST	gltA	2
OXC6810	MLST	aspA	33
OXC6810	MLST	glnA	39
OXC6810	MLST	pgm	113
OXC6810	MLST	tkt	47
OXC6810	MLST	glyA	82
OXC6810	MLST	uncA	17
OXC6810	MLST	gltA	30
OXC6811	MLST	aspA	2
OXC6811	MLST	glnA	61
OXC6811	MLST	pgm	
OXC6811	MLST	tkt	25
OXC6811	MLST	glyA	26
OXC6811	MLST	uncA	23
OXC6811	MLST	gltA	10
OXC6818	MLST	aspA	14
OXC6818	MLST	glnA	17
OXC6818	MLST	pgm	11
OXC6818	MLST	tkt	3
OXC6818	MLST	glyA	2
OXC6818	MLST	uncA	6
OXC6818	MLST	gltA	5
OXC6819	MLST	aspA	4
OXC6819	MLST	glnA	7
OXC6819	MLST	pgm	42
OXC6819	MLST	tkt	51
OXC6819	MLST	glyA	4
OXC6819	MLST	uncA	1
OXC6819	MLST	gltA	10
CAMSA4196	MLST	aspA	2
CAMSA4196	MLST	glnA	1
CAMSA4196	MLST	pgm	2
CAMSA4196	MLST	tkt	1
CAMSA4196	MLST	glyA	3
CAMSA4196	MLST	uncA	5
CAMSA4196	MLST	gltA	1
OXC6922	MLST	aspA	2
OXC6922	MLST	glnA	1
OXC6922	MLST	pgm	2
OXC6922	MLST	tkt	1
OXC6922	MLST	glyA	3
OXC6922	MLST	uncA	5
OXC6922	MLST	gltA	12
OXC7402	MLST	aspA	33
OXC7402	MLST	glnA	39
OXC7402	MLST	pgm	104
OXC7402	MLST	tkt	56
OXC7402	MLST	glyA	82
OXC7402	MLST	uncA	17
OXC7402	MLST	gltA	30
C_391_R	MLST	aspA	2
C_391_R	MLST	glnA	1
C_391_R	MLST	pgm	2
C_391_R	MLST	tkt	1
C_391_R	MLST	glyA	3
C_391_R	MLST	uncA	5
C_391_R	MLST	gltA	21
OXC5899	MLST	aspA	2
OXC5899	MLST	glnA	1
OXC5899	MLST	pgm	2
OXC5899	MLST	tkt	1
